symbol,quantity,entry_price,entry_time,stop_loss,target,current_price,unrealized_pnl,sector,strategy
BAJFINANCE,11,952.1500244140625,2026-04-30T10:06:11,909.8875380968894,1022.587501609351,952.1500244140625,0.0,Financial Services,fortress_b
APARINDS,2,12466.5,2026-04-30T10:06:11,11653.061399172562,13822.231001379061,12466.5,0.0,Capital Goods,fortress_b
ANTHEM,27,767.9500122070312,2026-04-30T10:06:11,731.1779323109467,829.2368120338388,767.9500122070312,0.0,Healthcare,catalyst_c
ABFRL,131,64.76000213623047,2026-04-30T10:06:11,60.94731000086869,71.1144890285001,64.76000213623047,0.0,Consumer Services,catalyst_c
APTUS,38,264.010009765625,2026-04-30T10:06:11,251.13486342645817,285.46858699756973,264.010009765625,0.0,Financial Services,catalyst_c
